Norma,Escala Normativa,Ambito Territorial,CCAA,Provincia,Ciudad,URL,Codigo del Documento,Sostenibilidad Económica,Sostenibilidad Ambiental,Cambio Climático,Sostenibilidad Social,Gobernanza Urbana,Comentario,Etiquetador,Fecha Etiquetado,Validador,Fecha Validado,Sostenibilidad Económica.1,Sostenibilidad Ambiental.1,Cambio Climático.1,Sostenibilidad Social.1,Gobernanza Urbana.1,Norma_translated
Reglamento de los órganos territoriales y urbanísticos de la Generalitat ,OTROS,CCAA,Comunitat Valenciana,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=013&nota=1&tab=2,1081,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de los órganos territoriales y urbanísticos de la Generalitat 
Entidades colaboradoras en la verificación de las actuaciones urbanísticas  ,OTROS,CCAA,Comunitat Valenciana,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=013&nota=1&tab=2,1082,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Entidades colaboradoras en la verificación de las actuaciones urbanísticas  
Regulación de la declaración responsable para la primera ocupación y sucesivas de viviendas,OTROS,CCAA,Comunitat Valenciana,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=013&nota=1&tab=2,1083,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Regulación de la declaración responsable para la primera ocupación y sucesivas de viviendas
Estatutos de la Agència Valenciana de Protecció del Territori,OTROS,CCAA,Comunitat Valenciana,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=013&nota=1&tab=2,1084,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Estatutos de la Agència Valenciana de Protecció del Territori
Plataforma Urbanística Digital y presentación instrumentos de planificación urbanística ,OTROS,CCAA,Comunitat Valenciana,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=013&nota=1&tab=2,1085,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Plataforma Urbanística Digital y presentación instrumentos de planificación urbanística 
"Ley 24/2003, de 26 de diciembre, de medidas urgentes de política de vivienda protegida",LEY_CCAA,CCAA,Aragón,,,https://www.boe.es/buscar/act.php?id=BOE-A-2004-889,1086,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000001000000000000000000000,G000000100000000001000,En español,,,,,,,,SOC_050800,GOB_010600; GOB_040000,"Ley 24/2003, de 26 de diciembre, de medidas urgentes de política de vivienda protegida"
"Decreto-Legislativo 1/2014, de 8 de julio, del Gobierno de Aragón, por el que se aprueba el texto refundido de la Ley de Urbanismo de Aragón",LEY_CCAA,CCAA,Aragón,,,https://www.boe.es/buscar/act.php?id=BOA-d-2014-90410,1087,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; decreto,,,,,,,,,GOB_010600; GOB_040000,"Decreto-Legislativo 1/2014, de 8 de julio, del Gobierno de Aragón, por el que se aprueba el texto refundido de la Ley de Urbanismo de Aragón"
"Decreto Legislativo 2/2015, de 17 de noviembre, del Gobierno de Aragón, por el que se aprueba el texto refundido de la Ley de Ordenación del Territorio de Aragón",LEY_CCAA,CCAA,Aragón,,,https://www.boe.es/buscar/act.php?id=BOA-d-2015-90603,1088,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; decreto,,,,,,,,,GOB_010600; GOB_040000,"Decreto Legislativo 2/2015, de 17 de noviembre, del Gobierno de Aragón, por el que se aprueba el texto refundido de la Ley de Ordenación del Territorio de Aragón"
Reglamento de desarrollo parcial de la Ley Urbanística,OTROS,CCAA,Aragón,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=047&nota=1&tab=2,1089,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de desarrollo parcial de la Ley Urbanística
Reglamento del Consejo de Ordenación del Territorio,OTROS,CCAA,Aragón,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=047&nota=1&tab=2,1090,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento del Consejo de Ordenación del Territorio
Organización y funcionamiento de los registros urbanísticos,OTROS,CCAA,Aragón,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=047&nota=1&tab=2,1091,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Organización y funcionamiento de los registros urbanísticos
Reglamento de los Consejos Provinciales de Urbanismo,OTROS,CCAA,Aragón,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=047&nota=1&tab=2,1092,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de los Consejos Provinciales de Urbanismo
Norma Técnica de Planeamiento (NOTEPA),OTROS,CCAA,Aragón,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=047&nota=1&tab=2,1093,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Norma Técnica de Planeamiento (NOTEPA)
Reglamento de Entidades Urbanísticas Colaboradoras,OTROS,CCAA,Aragón,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=047&nota=1&tab=2,1094,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de Entidades Urbanísticas Colaboradoras
"Ley 5/2020, de 24 de julio, de Medidas Urgentes para la Declaración de Proyectos Prioritarios en Castilla-La Mancha",LEY_CCAA,CCAA,Castilla - La Mancha,,,https://www.boe.es/buscar/act.php?id=BOE-A-2020-12770,1095,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Ley 5/2020, de 24 de julio, de Medidas Urgentes para la Declaración de Proyectos Prioritarios en Castilla-La Mancha"
Catálogos de suelo de uso residencial ,OTROS,CCAA,Castilla - La Mancha,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=068&nota=1&tab=2,1096,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Catálogos de suelo de uso residencial 
Reglamento de Suelo Rústico,OTROS,CCAA,Castilla - La Mancha,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=068&nota=1&tab=2,1097,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de Suelo Rústico
Reglamento de Planeamiento,OTROS,CCAA,Castilla - La Mancha,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=068&nota=1&tab=2,1098,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de Planeamiento
Norma Técnica de Planeamiento,OTROS,CCAA,Castilla - La Mancha,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=068&nota=1&tab=2,1099,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Norma Técnica de Planeamiento
Reglamento de competencias y fomento de la transparencia ,OTROS,CCAA,Castilla - La Mancha,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=068&nota=1&tab=2,1100,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de competencias y fomento de la transparencia 
Reglamento de la Actividad de Ejecución,OTROS,CCAA,Castilla - La Mancha,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=068&nota=1&tab=2,1101,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de la Actividad de Ejecución
Reglamento de Disciplina Urbanística,OTROS,CCAA,Castilla - La Mancha,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=068&nota=1&tab=2,1102,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de Disciplina Urbanística
"Ley 6/2009, de 6 de mayo, de medidas urgentes en materia de ordenación territorial para la dinamización sectorial y la ordenación del turismo",LEY_CCAA,CCAA,Canarias,,,https://www.boe.es/buscar/act.php?id=BOE-A-2009-9047,1103,E00010000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000000000,En español,,,,,ECO_040000,,,,GOB_010600,"Ley 6/2009, de 6 de mayo, de medidas urgentes en materia de ordenación territorial para la dinamización sectorial y la ordenación del turismo"
"Ley 2/2013, de 29 de mayo, de renovación y modernización turística de Canarias",LEY_CCAA,CCAA,Canarias,,,https://www.boe.es/buscar/act.php?id=BOE-A-2013-6584,1104,E00010000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000000000,En español,,,,,ECO_040000,,,,GOB_010600,"Ley 2/2013, de 29 de mayo, de renovación y modernización turística de Canarias"
"Ley 14/2014, de 26 de diciembre, de Armonización y Simplificación en materia de Protección del Territorio y de los Recursos Naturales",LEY_CCAA,CCAA,Canarias,,,https://www.boe.es/buscar/act.php?id=BOE-A-2015-1116,1105,E00000000000000,A000000000000000000000000000000000000000011,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000000000,En español,,,,,,AMB_040000; AMB_050000,,,GOB_010600,"Ley 14/2014, de 26 de diciembre, de Armonización y Simplificación en materia de Protección del Territorio y de los Recursos Naturales"
"Ley 5/2021, de 21 de diciembre, de medidas urgentes de impulso de los sectores primario, energético, turístico y territorial de Canarias",LEY_CCAA,CCAA,Canarias,,,https://www.boe.es/buscar/act.php?id=BOE-A-2022-2543,1106,E00010000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000000000,En español,,,,,ECO_040000,,,,GOB_010600,"Ley 5/2021, de 21 de diciembre, de medidas urgentes de impulso de los sectores primario, energético, turístico y territorial de Canarias"
Censo de Edificaciones sin Licencia y Suspensión de las Órdenes de Demolición,OTROS,CCAA,Canarias,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=078&nota=1&tab=2,1107,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000000000,En español,,,,,,,,,GOB_010600,Censo de Edificaciones sin Licencia y Suspensión de las Órdenes de Demolición
Estatutos de la Agencia de Protección del Medio Urbano y Natural,OTROS,CCAA,Canarias,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=078&nota=1&tab=2,1108,E00000000000000,A000000000000000000000000000000000000000010,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000000000,En español,,,,,,AMB_040000,,,GOB_010600,Estatutos de la Agencia de Protección del Medio Urbano y Natural
Reglamento de la Comisión de Valoraciones de Canarias,OTROS,CCAA,Canarias,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=078&nota=1&tab=2,1109,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de la Comisión de Valoraciones de Canarias
Reglamento de la Ley de renovación y modernización turística de Canarias ,OTROS,CCAA,Canarias,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=078&nota=1&tab=2,1110,E00010000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000000000,En español; reglamento,,,,,ECO_040000,,,,GOB_010600,Reglamento de la Ley de renovación y modernización turística de Canarias 
"Decreto 181/2018, Reglamento de Planeamiento de Canarias",LEY_CCAA,CCAA,Canarias,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=078&nota=1&tab=2,1111,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Decreto 181/2018, Reglamento de Planeamiento de Canarias"
Reglamento de Intervención y Protección de la Legalidad Urbanística de Canarias,OTROS,CCAA,Canarias,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=078&nota=1&tab=2,1112,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de Intervención y Protección de la Legalidad Urbanística de Canarias
Reglamento de Gestión y Ejecución del Planeamiento de Canarias,OTROS,CCAA,Canarias,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=078&nota=1&tab=2,1113,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de Gestión y Ejecución del Planeamiento de Canarias
Órgano Colegiado de Evaluación Ambiental e Informe Único de Canarias ,OTROS,CCAA,Canarias,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=078&nota=1&tab=2,1114,E00000000000000,A000000000000000000000000000000000000000010,C00000000000000000000000000000000000000000011000,S00000000000000000000000000000000000000,G000000100000000000000,En español,,,,,,AMB_040000,CLI_060200; CLI_060300,,GOB_010600,Órgano Colegiado de Evaluación Ambiental e Informe Único de Canarias 
Registro Planeamiento de Canarias y su Reglamento de Organización y Funcionamiento,OTROS,CCAA,Canarias,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=078&nota=1&tab=2,1115,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000000000,En español; reglamento,,,,,,,,,GOB_010600,Registro Planeamiento de Canarias y su Reglamento de Organización y Funcionamiento
Oficina de Consulta Jurídica sobre Ordenación del Territorio y Urbanismo de Canarias,OTROS,CCAA,Canarias,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=078&nota=1&tab=2,1116,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000000000,En español,,,,,,,,,GOB_010600,Oficina de Consulta Jurídica sobre Ordenación del Territorio y Urbanismo de Canarias
"Decreto Foral Legislativo 1/2017, de 26 de julio, por el que se aprueba el Texto Refundido de la Ley Foral de Ordenación del Territorio y Urbanismo.",OTROS,CCAA,"Navarra, Comunidad Foral de",,,https://www.boe.es/buscar/act.php?id=BOE-A-2017-12907,1117,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; decreto,,,,,,,,,GOB_010600; GOB_040000,"Decreto Foral Legislativo 1/2017, de 26 de julio, por el que se aprueba el Texto Refundido de la Ley Foral de Ordenación del Territorio y Urbanismo."
Implantación Territorial de Polígonos y Actividades Industriales,OTROS,CCAA,"Navarra, Comunidad Foral de",,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=077&nota=1&tab=2,1118,E00010000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,ECO_040000,,,,GOB_010600; GOB_040000,Implantación Territorial de Polígonos y Actividades Industriales
Módulos de Reserva de Arbolado para el Suelo Urbanizable,OTROS,CCAA,"Navarra, Comunidad Foral de",,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=077&nota=1&tab=2,1119,E00000000000000,A000000000000000000001000001000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,AMB_020400; AMB_020900,,,GOB_010600; GOB_040000,Módulos de Reserva de Arbolado para el Suelo Urbanizable
Reglamento de la Comisión de Ordenación del Territorio de Navarra,OTROS,CCAA,"Navarra, Comunidad Foral de",,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=077&nota=1&tab=2,1120,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de la Comisión de Ordenación del Territorio de Navarra
Reglamento de la Ley Foral de Ordenación del Territorio y Urbanismo,OTROS,CCAA,"Navarra, Comunidad Foral de",,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=077&nota=1&tab=2,1121,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,,,,,GOB_010600; GOB_040000,Reglamento de la Ley Foral de Ordenación del Territorio y Urbanismo
Cooperación Interadministrativa en el Planeamiento Urbanístico,OTROS,CCAA,"Navarra, Comunidad Foral de",,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=077&nota=1&tab=2,1122,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Cooperación Interadministrativa en el Planeamiento Urbanístico
Reglamento de Ordenación de los Campamentos de Turismo,OTROS,CCAA,"Navarra, Comunidad Foral de",,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=077&nota=1&tab=2,1123,E00010000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; reglamento,,,,,ECO_040000,,,,GOB_010600; GOB_040000,Reglamento de Ordenación de los Campamentos de Turismo
Decreto Foral por el que se regula el Registro de Planeamiento de Navarra ,OTROS,CCAA,"Navarra, Comunidad Foral de",,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=077&nota=1&tab=2,1124,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; decreto,,,,,,,,,GOB_010600; GOB_040000,Decreto Foral por el que se regula el Registro de Planeamiento de Navarra 
"Decreto Foral 12/2022, por el que regula el Consejo Social de Política Territorial de Navarra ",OTROS,CCAA,"Navarra, Comunidad Foral de",,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=077&nota=1&tab=2,1125,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español; decreto,,,,,,,,,GOB_010600; GOB_040000,"Decreto Foral 12/2022, por el que regula el Consejo Social de Política Territorial de Navarra "
"Ley 2/2018, de 14 de febrero, de coordinación intersectorial y de simplificación de los procedimientos urbanísticos y de ordenación del territorio de Extremadura",OTROS,CCAA,Extremadura,,,https://www.boe.es/buscar/act.php?id=BOE-A-2018-3001,1126,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Ley 2/2018, de 14 de febrero, de coordinación intersectorial y de simplificación de los procedimientos urbanísticos y de ordenación del territorio de Extremadura"
"Ley 11/2018, de 21 de diciembre, de ordenación territorial y urbanística sostenible de Extremadura",OTROS,CCAA,Extremadura,,,https://www.boe.es/buscar/act.php?id=BOE-A-2019-1790,1127,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Ley 11/2018, de 21 de diciembre, de ordenación territorial y urbanística sostenible de Extremadura"
Comisión de Urbanismo y de Ordenación del Territorio de Extremadura ,OTROS,CCAA,Extremadura,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=052&nota=1&tab=2,1128,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Comisión de Urbanismo y de Ordenación del Territorio de Extremadura 
Comisión de Coordinación Intersectorial y el procedimiento de coordinación intersectorial,OTROS,CCAA,Extremadura,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=052&nota=1&tab=2,1129,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Comisión de Coordinación Intersectorial y el procedimiento de coordinación intersectorial
Reglamento General de la Ley ordenación territorial y urbanística sostenible de Extremadura,OTROS,CCAA,Extremadura,,,https://www.boe.es/biblioteca_juridica/codigos/codigo.php?id=052&nota=1&tab=2,1130,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,Reglamento General de la Ley ordenación territorial y urbanística sostenible de Extremadura
"Ley 9/1990, de 20 de junio, de atribución de competencias a los Consejos Insulares en materia de Urbanismo y Habitabilidad",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-1990-19872,1131,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Ley 9/1990, de 20 de junio, de atribución de competencias a los Consejos Insulares en materia de Urbanismo y Habitabilidad"
"Ley 1/1991, de 30 de enero, de espacios naturales y de régimen urbanístico de las áreas de especial protección de las Islas Baleares",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-1991-9291,1132,E00000000000000,A000001000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,AMB_010500,,,GOB_010600; GOB_040000,"Ley 1/1991, de 30 de enero, de espacios naturales y de régimen urbanístico de las áreas de especial protección de las Islas Baleares"
"Ley 6/1997, de 8 de julio, del Suelo Rústico de las Islas Baleares",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-1997-18197,1133,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Ley 6/1997, de 8 de julio, del Suelo Rústico de las Islas Baleares"
"Ley 6/1999, de 3 de abril, de las Directrices de Ordenación Territorial de las Illes Balears y de Medidas Tributarias",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-1999-11707,1134,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Ley 6/1999, de 3 de abril, de las Directrices de Ordenación Territorial de las Illes Balears y de Medidas Tributarias"
"Ley 14/2000, de 21 de diciembre, de Ordenación Territorial.",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-2001-1441,1135,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Ley 14/2000, de 21 de diciembre, de Ordenación Territorial."
"Ley 2/2001, de 7 de marzo, de Atribución de Competencias a los Consejos Insulares en Materia de Ordenación del Territorio",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-2001-7024,1136,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Ley 2/2001, de 7 de marzo, de Atribución de Competencias a los Consejos Insulares en Materia de Ordenación del Territorio"
"Ley 4/2008, de 14 de mayo, de medidas urgentes para un desarrollo territorial sostenible en las Illes Balears",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-2008-9686,1137,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,,,,GOB_010600; GOB_040000,"Ley 4/2008, de 14 de mayo, de medidas urgentes para un desarrollo territorial sostenible en las Illes Balears"
"Ley 5/2008, de 14 de mayo, de actuaciones urgentes destinadas a la obtención de suelo para viviendas de protección pública",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-2008-10206,1138,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000001000000000000000000000,G000000100000000001000,En español,,,,,,,,SOC_050800,GOB_010600; GOB_040000,"Ley 5/2008, de 14 de mayo, de actuaciones urgentes destinadas a la obtención de suelo para viviendas de protección pública"
"Ley 2/2009, de 19 de marzo, de rehabilitación y mejora de barrios de los municipios de las Illes Balears",LEY_CCAA,CCAA,"Balears, Illes",,,https://www.boe.es/buscar/act.php?id=BOE-A-2009-8275,1139,E00000000000000,A000000000000000000000001110000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G000000100000000001000,En español,,,,,,AMB_020600; AMB_020700; AMB_020800,,,GOB_010600; GOB_040000,"Ley 2/2009, de 19 de marzo, de rehabilitación y mejora de barrios de los municipios de las Illes Balears"
